Date,Product Name,Category,Sales Amount,Quantity Sold,Region,Customer Segment
3/27/2025,Energy Protein Bars,Food - Snacks,2326,5,United States,Consumer Services
5/24/2025,Cabbage Slaw Mix,Food - Vegetables,1306,2,Thailand,Capital Goods
4/9/2025,Organic Whole Wheat Flour,Food - Baking Goods,2891,23,Argentina,Technology
7/22/2025,Mango Chilli Sauce,Food - Condiments,3080,27,China,n/a
8/3/2024,Pet Hair Removal Brush,Pets,4864,29,Czech Republic,Finance
4/28/2025,Plant-Based Meal Prep Containers,Kitchen,552,35,Philippines,Miscellaneous
6/8/2025,Weighted Blanket for Adults,Health,4289,1,China,Health Care
9/22/2024,Kids' Learning Tablet,Electronics,1739,34,Canada,n/a
7/26/2024,Premium Flashlight,Outdoor,1381,11,Greece,Finance
11/5/2024,Potato Wedge Seasoning,Food - Condiments,181,38,Uganda,Health Care
8/31/2024,Gardening Tool Belt,Garden,2547,47,China,Consumer Services
9/18/2024,Oven Mitts,Kitchen,1754,7,Russia,Consumer Services
2/15/2025,Outdoor Fire Pit,Outdoor,2347,41,China,Finance
11/4/2024,Whole Grain Cereal,Food - Breakfast,4687,34,Albania,Consumer Non-Durables
9/30/2024,Chiffon Blouse,Clothing - Shirts,4585,17,Czech Republic,Consumer Services
7/20/2025,Smart Wi-Fi Light Bulbs,Smart Home,1588,16,China,Health Care
4/16/2025,Patterned Knit Scarf,Clothing - Accessories,869,29,Nicaragua,n/a
5/13/2025,Cocoa Powder,Food - Baking,3871,24,Indonesia,Capital Goods
2/25/2025,Yoga Wheel,Fitness,2289,3,Peru,Capital Goods
8/18/2024,Magnetic Phone Car Mount,Automotive,2311,25,Portugal,Health Care
11/11/2024,Wireless Mouse,Electronics,3369,20,Bosnia and Herzegovina,Consumer Services
2/18/2025,Kids' Art Supplies Kit,Toys,2534,38,Poland,Consumer Services
12/15/2024,Bamboo Utensil Set,Kitchen,4858,36,Portugal,Consumer Durables
9/28/2024,Buffalo Wing Sauce,Food - Condiments,1697,27,China,Public Utilities
11/15/2024,Quinoa and Kale Salad Kit,Food - Salads,3864,6,Cambodia,Finance
1/31/2025,Organic Sweet Potatoes,Food - Produce,3352,32,Bulgaria,Public Utilities
11/12/2024,Silicone Stretch Lids,Kitchen,4489,24,Japan,n/a
7/7/2025,Buffalo Stilton Cheese,Food - Cheese,4994,1,Democratic Republic of the Congo,Basic Industries
9/10/2024,Mango Chili Salsa,Food - Condiments,2603,40,Russia,Energy
12/19/2024,Hand Crank Blender,Kitchen,3733,27,Brazil,n/a
5/12/2025,Non-Stick Grill Mat,Outdoor,1381,28,Poland,Consumer Services
2/22/2025,Pumpkin Pie Spice,Food - Baking,1712,41,Indonesia,Capital Goods
1/17/2025,Bluetooth Car Adapter,Automotive,4885,28,Indonesia,n/a
11/11/2024,Frozen Acai Bowl,Food - Frozen Foods,2281,40,Canada,Consumer Services
8/1/2024,Car Phone Mount,Automotive,2545,37,Philippines,Health Care
2/27/2025,Personal Blender with Travel Cup,Kitchen,3118,27,Russia,Basic Industries
1/24/2025,Leather Crossbody Bag,Clothing - Bags,2484,18,Japan,n/a
10/9/2024,Herbal Garden Starter Kit,Garden,3954,19,Namibia,Finance
9/16/2024,Comfortable Bed Pillow,Home,4421,48,Peru,Basic Industries
2/14/2025,Multi-Port USB Hub,Electronics,1383,46,China,Finance
6/21/2025,Mango Chilli Sauce,Food - Condiments,4039,45,Guatemala,Consumer Non-Durables
5/5/2025,Coconut Macaroons,Food - Confectionery,54,43,France,Health Care
10/13/2024,USB Wall Charger,Accessories,3649,30,Greece,Technology
4/9/2025,Bodyweight Resistance Bands,Fitness,836,11,Albania,n/a
6/27/2025,Bluetooth Headphones,Audio,179,29,Macedonia,Technology
10/16/2024,Fashionable Scarves Set,Clothing,1506,44,United States,n/a
1/28/2025,A-Line Skirt,Clothing - Bottoms,1704,16,Philippines,Consumer Services
6/8/2025,Greek Yogurt Parfait,Food - Dairy,1755,11,Nigeria,Finance
5/19/2025,Waterproof Rain Boots,Clothing - Footwear,1682,3,France,Technology
6/7/2025,Chocolate Chip Energy Balls,Food - Snacks,2045,9,Sweden,Health Care
4/30/2025,Gardening Gloves with Claws,Garden,1068,27,Cyprus,n/a
3/29/2025,Gluten-Free Brownies,Food - Baking,4372,19,United States,n/a
9/27/2024,Savory Snack Mix,Food - Snacks,3880,1,China,Technology
12/12/2024,Pineapple Chunks (canned),Food - Fruits,2296,39,United States,Capital Goods
3/3/2025,Cilantro Lime Rice,Food - Grains,3196,11,Serbia,n/a
7/17/2025,Customizable Photo Calendar,Books,500,19,Russia,n/a
10/11/2024,Herb Seasoned Croutons,Food - Salad Toppings,1781,20,Poland,Finance
6/18/2025,Natural Fruit Snacks,Food - Snacks,2870,1,Russia,Health Care
9/8/2024,Pesto Genovese,Food - Condiments,1697,24,Colombia,Finance
6/25/2025,Classic Minestrone Soup,Food - Soups,1314,23,Marshall Islands,Technology
3/24/2025,Turkey Bacon,Food - Meat,566,4,China,n/a
6/11/2025,Garden Hose Reel,Garden,3456,29,Mexico,n/a
6/26/2025,Ice Cream Scoop,Kitchen,1439,12,Zambia,Finance
7/19/2025,Zucchini,Food - Produce,69,27,China,Capital Goods
8/17/2024,Recipe Book Stand,Kitchen,2652,46,Brazil,Public Utilities
12/21/2024,Salt and Pepper Grinder Set,Kitchen,4537,42,Czech Republic,Consumer Services
2/15/2025,Zesty Cilantro Lime Dressing,Food - Condiments,451,35,Finland,Technology
9/15/2024,Collapsible Pet Dog Bowl,Pets,1190,27,Indonesia,Energy
3/18/2025,Yoga Mat Carrier,Fitness,3101,42,Poland,Health Care
12/2/2024,Black Bean Salsa,Food - Snacks,2638,47,Indonesia,Public Utilities
11/26/2024,Organic Cereal Bars,Food - Snacks,4242,37,Ukraine,Energy
5/1/2025,Travel Orthopedic Pillow,Travel,4544,8,Czech Republic,Finance
11/12/2024,Garlic and Herb Rub,Food - Spices,4336,46,Colombia,Miscellaneous
10/2/2024,Electric Rice Cooker with Steamer,Kitchen,849,5,Russia,Public Utilities
5/26/2025,Vegetable Medley,Food - Produce,1509,49,Brazil,n/a
4/27/2025,Denim Jacket,Clothing - Outerwear,4540,30,Kuwait,n/a
3/4/2025,Fresh Cilantro,Food - Produce,2846,50,France,Consumer Services
6/13/2025,Vintage Graphic Tee,Clothing - Tops,634,33,Afghanistan,Finance
10/3/2024,Smart Thermos,Fitness,1067,29,Philippines,n/a
7/8/2025,Vegetarian Stuffed Peppers,Food - Prepared Foods,3921,35,Finland,Finance
7/21/2025,Smartphone Gimbal Stabilizer,Photography,3873,40,Greece,Capital Goods
11/5/2024,Fruit and Nut Bars,Food - Snacks,3435,5,Indonesia,Finance
1/4/2025,Luxury Bath Salts,Beauty,1976,31,Palestinian Territory,n/a
2/13/2025,Frozen Pizza,Food - Frozen Foods,4312,38,Bolivia,Transportation
10/6/2024,Cabbage Slaw Mix,Food - Vegetables,4807,8,Ireland,Health Care
6/5/2025,Raspberry Tart,Food - Baked Goods,1383,20,Netherlands,n/a
8/4/2024,Multi-Purpose Marine Rope,Outdoor,2342,50,Czech Republic,Transportation
12/22/2024,Cinnamon Roll Protein Bar,Food - Snacks,4315,39,Thailand,Public Utilities
2/4/2025,Garlic Herb Marinade,Food - Marinades,858,41,China,n/a
7/24/2024,Graphic Tee,Clothing,4895,37,Chile,Finance
1/22/2025,Mini Electric Kettle,Kitchen,3101,12,China,n/a
11/30/2024,Kitchen Scale,Kitchen,1674,47,United States,Technology
4/18/2025,Fire Roasted Salsa,Food - Condiments,533,27,China,Health Care
1/31/2025,Gluten-Free Brownies,Food - Baking,718,17,China,Public Utilities
5/10/2025,Kid's Fruit Snacks,Food - Snacks,3225,48,Argentina,Health Care
5/25/2025,LED Flashlight with Rechargeable Batteries,Outdoor,4975,46,Indonesia,Consumer Services
3/15/2025,Kitchen Knife Sharpening System,Kitchen,852,8,Kyrgyzstan,Finance
10/3/2024,Spicy Vegetable Sushi Rolls,Food - Prepared Foods,1820,18,Russia,n/a
6/7/2025,Frozen Hash Browns,Food - Frozen Foods,1494,6,Colombia,Technology
6/28/2025,Throw Pillow Covers,Home,94,40,China,Technology
3/29/2025,Lemon Lime Sparkling Water,Food - Beverages,1733,44,Czech Republic,Technology
1/23/2025,Pasta Maker,Kitchen,3856,36,Bosnia and Herzegovina,Consumer Services
12/8/2024,First Aid Kit,Health,2897,10,Indonesia,Health Care
9/14/2024,Sports Windbreaker,Clothing - Outerwear,3999,21,Brazil,Miscellaneous
4/11/2025,LED Desk Lamp,Home,3848,26,Ecuador,Finance
11/12/2024,Peach Slices (canned),Food - Canned Goods,445,12,Mexico,n/a
8/10/2024,Chocolate Raspberry Tart,Food - Bakery,493,36,China,Finance
1/24/2025,Curried Lentil Salad,Food - Salads,2108,29,China,Finance
10/23/2024,Chicken Salad Kit,Food - Prepared Foods,826,43,Canada,Finance
10/3/2024,Sweet and Spicy Barbecue Sauce,Food - Condiments,429,26,Malawi,Consumer Durables
2/17/2025,Vegan Caesar Dressing,Food - Condiments,3275,11,Spain,Miscellaneous
12/9/2024,Tofu,Food - Meat Alternatives,4712,26,Colombia,Energy
11/16/2024,Wireless Wi-Fi Extender,Electronics,3193,41,Japan,n/a
4/3/2025,Cranberry Almond Biscotti,Food - Bakery,4856,10,Canada,Technology
4/15/2025,Essential White Button-Up,Clothing - Shirts,3336,18,Guatemala,Capital Goods
1/30/2025,Legging Pants,Clothing - Activewear,3312,40,Peru,Technology
2/8/2025,Vegetable Sushi Rolls,Food - Prepared Meals,2405,1,Madagascar,Finance
6/6/2025,Pet Grooming Kit,Pets,3246,50,France,Consumer Services
9/12/2024,Hydration Backpack,Outdoor,4494,39,China,n/a
3/23/2025,Frozen Broccoli,Food - Frozen,1086,42,Indonesia,n/a
12/21/2024,LED Canopy Lights,Outdoor,4452,8,Philippines,n/a
7/8/2025,Portable Hammock,Outdoor,2804,1,Indonesia,Finance
9/13/2024,Cucumber,Food - Produce,1181,20,Ecuador,Technology
10/19/2024,Peach Salsa,Food - Dips,2311,17,China,Finance
7/21/2025,Organic Quinoa Salad,Food - Prepared Meals,1310,2,Venezuela,n/a
8/20/2024,Lemon Sorbet,Food - Frozen Desserts,3405,44,China,Finance
5/10/2025,Coconut Milk Ice Cream,Food - Frozen Desserts,4633,40,South Korea,Consumer Services
10/16/2024,Breathable Face Mask Set,Health,3095,1,Russia,Consumer Non-Durables
12/14/2024,Greek Feta Cheese,Food - Dairy,1954,40,Papua New Guinea,Consumer Services
12/15/2024,Fitness Tracker,Fitness,2077,31,China,Finance
7/19/2025,Carrot and Celery Sticks,Food - Produce,2427,19,Poland,Technology
11/13/2024,Frozen Chicken Nuggets,Food - Frozen Foods,1720,30,Philippines,Consumer Services
9/22/2024,Spinach Pizza Rolls,Food - Frozen Foods,3408,20,China,Technology
7/11/2025,Crispy Chickpeas,Food - Snacks,4113,32,Russia,Finance
12/19/2024,Kale Chips,Food - Snacks,78,19,China,Finance
9/21/2024,Cauliflower Pizza Crust,Food - Frozen Foods,4848,49,China,Technology
7/31/2024,Portable Bluetooth Headphones,Audio,1835,42,Iran,Energy
6/1/2025,Pumpkin Seeds,Food - Snacks,3065,21,Mexico,Energy
2/5/2025,Fitness Tracker,Fitness,4106,29,China,n/a
7/31/2024,Classic White T-Shirt,Clothing - Tops,3116,20,Ivory Coast,Capital Goods
2/18/2025,Lemon Sorbet,Food - Frozen Desserts,962,50,China,n/a
3/14/2025,3D Night Light,Home,572,37,China,Basic Industries
3/10/2025,Gardening Tool Belt,Garden,1988,23,Poland,Health Care
9/13/2024,Bamboo Utensil Holder,Kitchen,1609,32,Greece,n/a
9/13/2024,Elderberry Syrup,Food - Supplements,1291,21,France,Basic Industries
5/27/2025,Herbed Couscous,Food - Grains,900,46,Vietnam,Consumer Services
8/29/2024,Coconut Cream Pie Mix,Food - Baking,3054,44,Madagascar,Capital Goods
5/14/2025,Organic Almond Flour,Food - Baking,2607,32,China,Energy
3/20/2025,Pet Grooming Kit,Pets,3277,10,France,Basic Industries
8/27/2024,Almond Quinoa Salad,Food - Salads,4168,30,South Africa,Public Utilities
4/27/2025,Breezy Off-The-Shoulder Top,Clothing - Tops,4224,19,China,Technology
9/24/2024,Spinach and Feta Wraps,Food - Prepared Foods,3385,3,Brazil,Technology
1/20/2025,Jalapeño Cornbread,Food - Bakery,4297,1,China,Finance
8/25/2024,Vegetable Chips,Food - Snacks,265,31,Azerbaijan,Consumer Durables
6/19/2025,Outdoor Portable Fire Pit,Outdoor,3611,46,Democratic Republic of the Congo,Capital Goods
9/30/2024,Low-Fat Cottage Cheese,Food - Dairy,3168,5,Sweden,Finance
5/7/2025,Stylish Combat Boots,Clothing - Shoes,2390,46,Canada,Finance
1/22/2025,Luxury Rolling Makeup Case,Beauty,1509,46,Albania,Capital Goods
11/4/2024,Tea Set with Infuser,Kitchen,4863,11,Argentina,Consumer Services
8/22/2024,Italian Breadsticks,Food - Bakery,1514,35,Macedonia,Basic Industries
12/10/2024,Adjustable Stand for Tablets and Smartphones,Electronics,1007,1,Mexico,n/a
7/16/2025,Wall-Mounted Spice Rack,Kitchen,2789,20,Portugal,Health Care
12/26/2024,Lemon Basil Pasta Sauce,Food - Sauces,1152,23,China,Health Care
8/23/2024,Fridge Magnet Set,Home,4073,7,Russia,Technology
12/5/2024,Crispy Chickpeas,Food - Snacks,1537,34,China,Health Care
5/29/2025,Biodegradable Dog Waste Bags,Pets,299,8,Philippines,Technology
1/22/2025,Baked Potato Chips,Food - Snacks,2463,11,China,Finance
5/20/2025,Coconut Curry Sauce,Food - Sauces,3646,36,Japan,Capital Goods
9/12/2024,Sliced Bell Peppers,Food - Fresh Produce,2158,30,China,n/a
9/29/2024,Pepperoni Pizza Rolls,Food - Snacks,380,38,Indonesia,Miscellaneous
6/21/2025,Sliced Cucumbers,Food - Produce,1782,7,China,Basic Industries
11/17/2024,Mini Electric Kettle,Kitchen,1039,43,Vietnam,Finance
7/1/2025,Foldable Picnic Table,Outdoor,738,14,Brazil,Consumer Non-Durables
3/7/2025,Pressure Washer Accessories Kit,Home Improvement,2835,47,Netherlands,Finance
10/11/2024,Outdoor Picnic Blanket,Outdoor,3687,42,France,Health Care
7/16/2025,Coconut Granola,Food - Snacks,4178,3,Venezuela,Finance
1/8/2025,Roasted Garlic,Food - Condiments,3436,4,Cameroon,Health Care
10/21/2024,Cranberry Almond Cookies,Food - Bakery,2333,16,Pakistan,n/a
5/1/2025,Compact Portable Grill,Outdoor,209,13,China,Finance
2/26/2025,Classic Slim Fit Shirt,Clothing - Shirts,651,40,China,n/a
2/20/2025,Feta Cheese Crumbles,Food - Dairy,2748,40,China,Energy
9/26/2024,Spicy BBQ Sauce,Food - Condiments,644,10,Netherlands,n/a
1/23/2025,Outdoor Fire Pit,Outdoor,905,17,Israel,n/a
9/19/2024,Cranberry Pecan Granola,Food - Breakfast Foods,3920,39,France,Finance
11/22/2024,Chickpeas,Food - Canned Goods,1808,21,China,Finance
2/19/2025,Artisan Bread,Food - Bakery,1219,9,Dominican Republic,Consumer Services
3/26/2025,Fruit Infuser Water Bottle,Fitness,1173,45,Philippines,Capital Goods
9/27/2024,Savory Breakfast Sausage,Food - Meats,1399,25,Argentina,Energy
3/9/2025,Pesto Genovese,Food - Condiments,2877,19,Canada,n/a
8/4/2024,Carrot and Celery Sticks,Food - Produce,4013,1,Mexico,Miscellaneous
9/28/2024,Car Vacuum,Automotive,1651,19,Argentina,Capital Goods
1/17/2025,Balsamic Vinegar,Food - Condiments,20,12,Czech Republic,Finance
9/11/2024,Gardening Gloves with Claws,Garden,1011,44,Portugal,Health Care
5/4/2025,Pita Bread,Food - Bakery,4192,25,Russia,Health Care
12/27/2024,Aeropress Coffee Maker,Kitchen,4409,8,United States,n/a
6/12/2025,Greek Yogurt Parfait,Food - Dairy,3145,22,North Korea,Miscellaneous
10/7/2024,Dishwasher Safe Cutting Board,Kitchen,4309,24,Ireland,Finance
4/24/2025,Coffee Capsule Dispenser,Kitchen,444,40,Costa Rica,Finance
11/30/2024,Cheesy Cauliflower Bake,Food - Frozen Vegetables,517,27,Venezuela,Finance
7/25/2024,Desk Lamp with USB Port,Office,3298,9,Philippines,n/a
9/28/2024,Glass Food Containers,Kitchen,3794,35,Sweden,Basic Industries
10/29/2024,Window A/C Unit,Home Appliances,3914,43,Portugal,Technology
4/29/2025,Electric Bike,Bicycles,2966,6,Uganda,Finance
10/29/2024,Apple Sauce,Food - Canned Goods,3586,6,Indonesia,Technology
5/9/2025,Ground Cinnamon,Food - Spices,1477,25,Pakistan,n/a
7/25/2024,Pasta Primavera Kit,Food - Meal Kits,2921,11,Indonesia,Consumer Services
3/29/2025,Tomato Basil Soup,Food - Canned Goods,2365,43,Egypt,Basic Industries
2/9/2025,Black Bean & Corn Salad,Food - Salads,4366,46,Venezuela,Finance
2/5/2025,Dog Training Clicker,Pets,994,42,China,Public Utilities
5/14/2025,Basil Tomato Soup,Food - Canned Soups,1190,19,Albania,Technology
3/25/2025,Pineapple Coconut Rice Mix,Food - Grains,1989,20,Portugal,Finance
10/31/2024,Ground Cinnamon,Food - Spices,1987,3,Russia,Health Care
11/2/2024,Vegetable Medley,Food - Produce,4819,36,Luxembourg,Finance
5/4/2025,Diced Tomatoes (canned),Food - Canned Goods,102,3,China,Finance
7/27/2024,Portable Phone Charger,Accessories,363,20,Afghanistan,Miscellaneous
3/4/2025,Travel Jewelry Case,Accessories,279,20,Vietnam,Consumer Services
7/24/2024,Sushi Rice,Food - Grains,2462,23,Nicaragua,n/a
5/25/2025,Creamy Avocado Dip,Food - Snacks,867,25,Afghanistan,Basic Industries
11/30/2024,Customizable Name Plate,Office,4490,48,China,n/a
11/21/2024,Kettle Corn Popcorn,Food - Snacks,3906,33,Russia,Consumer Services
9/7/2024,USB Desk Fan,Home,1966,44,Kosovo,Consumer Services
3/2/2025,Dog Waste Bag Dispenser,Pets,4590,34,Colombia,Technology
9/3/2024,Fresh Basil,Food - Produce,2007,30,China,Capital Goods
11/10/2024,Vegetable Stock,Food - Cooking Essentials,4381,28,Thailand,Transportation
10/19/2024,Sliced Provolone Cheese,Food - Dairy,4494,9,Indonesia,n/a
7/22/2025,Smoky BBQ Jackfruit,Food - Grocery,694,29,Panama,Consumer Services
1/2/2025,Basil Lemonade,Food - Beverages,1245,32,Sweden,Health Care
1/21/2025,Digital Photo Frame,Home,385,31,Iran,Technology
8/30/2024,Outdoor Picnic Blanket,Outdoor,3592,23,Philippines,Consumer Services
6/15/2025,Beef Stroganoff Meal Kit,Food - Frozen Meals,3783,48,Morocco,n/a
1/5/2025,Protein Powder,Fitness,4112,35,Brazil,Public Utilities
7/9/2025,Comfy Slippers,Footwear,4504,40,France,Basic Industries
12/5/2024,Natural Soy Candles,Home,2509,8,Russia,Capital Goods
3/25/2025,Lentil Soup,Food - Canned Goods,2545,27,China,Capital Goods
2/23/2025,Whole Chicken,Food - Meat,1598,21,Indonesia,Health Care
11/11/2024,Eco-Friendly Beeswax Wraps,Kitchen,4292,31,Colombia,Finance
2/14/2025,Coffee Grinder,Kitchen,1165,32,Russia,n/a
4/26/2025,Comfortable Jogger Pants,Clothing - Bottoms,3883,33,Indonesia,Consumer Non-Durables
3/12/2025,Wireless Mouse,Electronics,2833,32,Brazil,n/a
8/19/2024,Cranberry Juice,Food - Beverages,2439,14,Ecuador,Consumer Non-Durables
7/1/2025,Dark Chocolate Almond Butter Cups,Food - Snacks,1839,26,Russia,Capital Goods
1/1/2025,Wine Glasses,Home,859,9,Poland,n/a
10/30/2024,Indoor Plants,Garden,4727,23,Bolivia,Technology
10/12/2024,Coffee Capsule Dispenser,Kitchen,533,46,Bulgaria,Energy
4/13/2025,Puff Pastry,Food - Bakery,3695,25,China,Finance
10/30/2024,Fitness Tracker Band,Fitness,4355,23,Portugal,Health Care
6/7/2025,Zucchini,Food - Produce,203,19,Indonesia,Consumer Durables
1/2/2025,Decorative LED Neon Sign,Home,1613,35,Indonesia,Consumer Services
6/24/2025,Saffron Rice Mix,Food - Grains,3761,7,Russia,Public Utilities
7/11/2025,Banana Chips,Food - Snacks,3610,28,China,n/a
